grant_id,employee_id,tranche,vest_date,shares,status
G000006,E00001,4,2026-12-15,144,UNVESTED
G000006,E00001,5,2027-03-15,144,UNVESTED
G000006,E00001,6,2027-06-15,144,UNVESTED
G000006,E00001,7,2027-09-15,144,UNVESTED
G000006,E00001,8,2027-12-15,144,UNVESTED
G000006,E00001,9,2028-03-15,144,UNVESTED
G000006,E00001,10,2028-06-15,144,UNVESTED
G000006,E00001,11,2028-09-15,144,UNVESTED
G000006,E00001,12,2028-12-15,144,UNVESTED
G000006,E00001,13,2029-03-15,144,UNVESTED
G000006,E00001,14,2029-06-15,144,UNVESTED
G000006,E00001,15,2029-09-15,144,UNVESTED
G000006,E00001,16,2029-12-15,150,UNVESTED
G000007,E00002,1,2025-03-15,82,VESTED
G000007,E00002,2,2025-06-15,82,VESTED
G000007,E00002,3,2025-09-15,82,VESTED
G000007,E00002,4,2025-12-15,82,VESTED
G000007,E00002,5,2026-03-15,82,VESTED
G000007,E00002,6,2026-06-15,82,FORFEITED
G000007,E00002,7,2026-09-15,82,FORFEITED
G000007,E00002,8,2026-12-15,82,FORFEITED
G000007,E00002,9,2027-03-15,82,FORFEITED
G000007,E00002,10,2027-06-15,82,FORFEITED
G000007,E00002,11,2027-09-15,82,FORFEITED
G000007,E00002,12,2027-12-15,82,FORFEITED
G000007,E00002,13,2028-03-15,82,FORFEITED
G000007,E00002,14,2028-06-15,82,FORFEITED
G000007,E00002,15,2028-09-15,82,FORFEITED
G000007,E00002,16,2028-12-15,90,FORFEITED
G000008,E00002,1,2026-03-15,29,VESTED
G000008,E00002,2,2026-06-15,29,FORFEITED
G000008,E00002,3,2026-09-15,29,FORFEITED
G000008,E00002,4,2026-12-15,29,FORFEITED
G000008,E00002,5,2027-03-15,29,FORFEITED
G000008,E00002,6,2027-06-15,29,FORFEITED
G000008,E00002,7,2027-09-15,29,FORFEITED
G000008,E00002,8,2027-12-15,29,FORFEITED
G000008,E00002,9,2028-03-15,29,FORFEITED
G000008,E00002,10,2028-06-15,29,FORFEITED
G000008,E00002,11,2028-09-15,29,FORFEITED
G000008,E00002,12,2028-12-15,29,FORFEITED
G000008,E00002,13,2029-03-15,29,FORFEITED
G000008,E00002,14,2029-06-15,29,FORFEITED
G000008,E00002,15,2029-09-15,29,FORFEITED
G000008,E00002,16,2029-12-15,35,FORFEITED
G000009,E00003,1,2026-03-15,358,VESTED
G000009,E00003,2,2026-06-15,358,VESTED
G000009,E00003,3,2026-09-15,358,VESTED
G000009,E00003,4,2026-12-15,358,UNVESTED
G000009,E00003,5,2027-03-15,358,UNVESTED
G000009,E00003,6,2027-06-15,358,UNVESTED
G000009,E00003,7,2027-09-15,358,UNVESTED
G000009,E00003,8,2027-12-15,358,UNVESTED
G000009,E00003,9,2028-03-15,358,UNVESTED
G000009,E00003,10,2028-06-15,358,UNVESTED
G000009,E00003,11,2028-09-15,358,UNVESTED
G000009,E00003,12,2028-12-15,358,UNVESTED
G000009,E00003,13,2029-03-15,358,UNVESTED
G000009,E00003,14,2029-06-15,358,UNVESTED
G000009,E00003,15,2029-09-15,358,UNVESTED
G000009,E00003,16,2029-12-15,360,UNVESTED
G000010,E00004,1,2021-06-15,122,VESTED
G000010,E00004,2,2021-09-15,122,VESTED
G000010,E00004,3,2021-12-15,122,VESTED
G000010,E00004,4,2022-03-15,122,VESTED
G000010,E00004,5,2022-06-15,122,VESTED
G000010,E00004,6,2022-09-15,122,VESTED
G000010,E00004,7,2022-12-15,122,VESTED
G000010,E00004,8,2023-03-15,122,VESTED
G000010,E00004,9,2023-06-15,122,VESTED
G000010,E00004,10,2023-09-15,122,VESTED
G000010,E00004,11,2023-12-15,122,VESTED
G000010,E00004,12,2024-03-15,122,VESTED
G000010,E00004,13,2024-06-15,122,VESTED
G000010,E00004,14,2024-09-15,122,VESTED
G000010,E00004,15,2024-12-15,122,VESTED
G000010,E00004,16,2025-03-15,130,VESTED
G000011,E00004,1,2022-03-15,25,VESTED
G000011,E00004,2,2022-06-15,25,VESTED
G000011,E00004,3,2022-09-15,25,VESTED
G000011,E00004,4,2022-12-15,25,VESTED
G000011,E00004,5,2023-03-15,25,VESTED
G000011,E00004,6,2023-06-15,25,VESTED
G000011,E00004,7,2023-09-15,25,VESTED
G000011,E00004,8,2023-12-15,25,VESTED
G000011,E00004,9,2024-03-15,25,VESTED
G000011,E00004,10,2024-06-15,25,VESTED
G000011,E00004,11,2024-09-15,25,VESTED
G000011,E00004,12,2024-12-15,25,VESTED
G000011,E00004,13,2025-03-15,25,VESTED
G000011,E00004,14,2025-06-15,25,VESTED
G000011,E00004,15,2025-09-15,25,VESTED
G000011,E00004,16,2025-12-15,35,VESTED
G000012,E00004,1,2023-03-15,49,VESTED
G000012,E00004,2,2023-06-15,49,VESTED
G000012,E00004,3,2023-09-15,49,VESTED
G000012,E00004,4,2023-12-15,49,VESTED
G000012,E00004,5,2024-03-15,49,VESTED
G000012,E00004,6,2024-06-15,49,VESTED
G000012,E00004,7,2024-09-15,49,VESTED
G000012,E00004,8,2024-12-15,49,VESTED
G000012,E00004,9,2025-03-15,49,VESTED
G000012,E00004,10,2025-06-15,49,VESTED
G000012,E00004,11,2025-09-15,49,VESTED
G000012,E00004,12,2025-12-15,49,VESTED
G000012,E00004,13,2026-03-15,49,VESTED
G000012,E00004,14,2026-06-15,49,VESTED
G000012,E00004,15,2026-09-15,49,VESTED
G000012,E00004,16,2026-12-15,55,UNVESTED
G000013,E00004,1,2024-03-15,45,VESTED
G000013,E00004,2,2024-06-15,45,VESTED
G000013,E00004,3,2024-09-15,45,VESTED
G000013,E00004,4,2024-12-15,45,VESTED
G000013,E00004,5,2025-03-15,45,VESTED
G000013,E00004,6,2025-06-15,45,VESTED
G000013,E00004,7,2025-09-15,45,VESTED
G000013,E00004,8,2025-12-15,45,VESTED
G000013,E00004,9,2026-03-15,45,VESTED
G000013,E00004,10,2026-06-15,45,VESTED
G000013,E00004,11,2026-09-15,45,VESTED
G000013,E00004,12,2026-12-15,45,UNVESTED
G000013,E00004,13,2027-03-15,45,UNVESTED
G000013,E00004,14,2027-06-15,45,UNVESTED
G000013,E00004,15,2027-09-15,45,UNVESTED
G000013,E00004,16,2027-12-15,55,UNVESTED
G000014,E00004,1,2025-03-15,43,VESTED
G000014,E00004,2,2025-06-15,43,VESTED
G000014,E00004,3,2025-09-15,43,VESTED
G000014,E00004,4,2025-12-15,43,VESTED
G000014,E00004,5,2026-03-15,43,VESTED
G000014,E00004,6,2026-06-15,43,VESTED
G000014,E00004,7,2026-09-15,43,VESTED
G000014,E00004,8,2026-12-15,43,UNVESTED
G000014,E00004,9,2027-03-15,43,UNVESTED
G000014,E00004,10,2027-06-15,43,UNVESTED
G000014,E00004,11,2027-09-15,43,UNVESTED
G000014,E00004,12,2027-12-15,43,UNVESTED
G000014,E00004,13,2028-03-15,43,UNVESTED
G000014,E00004,14,2028-06-15,43,UNVESTED
G000014,E00004,15,2028-09-15,43,UNVESTED
G000014,E00004,16,2028-12-15,45,UNVESTED
G000015,E00004,1,2026-03-15,46,VESTED
G000015,E00004,2,2026-06-15,46,VESTED
G000015,E00004,3,2026-09-15,46,VESTED
G000015,E00004,4,2026-12-15,46,UNVESTED
G000015,E00004,5,2027-03-15,46,UNVESTED
G000015,E00004,6,2027-06-15,46,UNVESTED
G000015,E00004,7,2027-09-15,46,UNVESTED
G000015,E00004,8,2027-12-15,46,UNVESTED
G000015,E00004,9,2028-03-15,46,UNVESTED
G000015,E00004,10,2028-06-15,46,UNVESTED
G000015,E00004,11,2028-09-15,46,UNVESTED
G000015,E00004,12,2028-12-15,46,UNVESTED
G000015,E00004,13,2029-03-15,46,UNVESTED
G000015,E00004,14,2029-06-15,46,UNVESTED
G000015,E00004,15,2029-09-15,46,UNVESTED
G000015,E00004,16,2029-12-15,60,UNVESTED
G000016,E00005,1,2025-12-15,374,VESTED
G000016,E00005,2,2026-03-15,374,VESTED
G000016,E00005,3,2026-06-15,374,VESTED
G000016,E00005,4,2026-09-15,374,VESTED
G000016,E00005,5,2026-12-15,374,UNVESTED
G000016,E00005,6,2027-03-15,374,UNVESTED
G000016,E00005,7,2027-06-15,374,UNVESTED
G000016,E00005,8,2027-09-15,374,UNVESTED
G000016,E00005,9,2027-12-15,374,UNVESTED
G000016,E00005,10,2028-03-15,374,UNVESTED
G000016,E00005,11,2028-06-15,374,UNVESTED
G000016,E00005,12,2028-09-15,374,UNVESTED
G000016,E00005,13,2028-12-15,374,UNVESTED
G000016,E00005,14,2029-03-15,374,UNVESTED
G000016,E00005,15,2029-06-15,374,UNVESTED
G000016,E00005,16,2029-09-15,380,UNVESTED
G000017,E00006,1,2025-03-15,44,VESTED
G000017,E00006,2,2025-06-15,44,VESTED
G000017,E00006,3,2025-09-15,44,VESTED
G000017,E00006,4,2025-12-15,44,VESTED
G000017,E00006,5,2026-03-15,44,VESTED
G000017,E00006,6,2026-06-15,44,VESTED
G000017,E00006,7,2026-09-15,44,VESTED
G000017,E00006,8,2026-12-15,44,UNVESTED
G000017,E00006,9,2027-03-15,44,UNVESTED
G000017,E00006,10,2027-06-15,44,UNVESTED
G000017,E00006,11,2027-09-15,44,UNVESTED
G000017,E00006,12,2027-12-15,44,UNVESTED
G000017,E00006,13,2028-03-15,44,UNVESTED
G000017,E00006,14,2028-06-15,44,UNVESTED
G000017,E00006,15,2028-09-15,44,UNVESTED
G000017,E00006,16,2028-12-15,50,UNVESTED
G000018,E00006,1,2026-03-15,20,VESTED
G000018,E00006,2,2026-06-15,20,VESTED
G000018,E00006,3,2026-09-15,20,VESTED
G000018,E00006,4,2026-12-15,20,UNVESTED
G000018,E00006,5,2027-03-15,20,UNVESTED
G000018,E00006,6,2027-06-15,20,UNVESTED
G000018,E00006,7,2027-09-15,20,UNVESTED
G000018,E00006,8,2027-12-15,20,UNVESTED
G000018,E00006,9,2028-03-15,20,UNVESTED
G000018,E00006,10,2028-06-15,20,UNVESTED
G000018,E00006,11,2028-09-15,20,UNVESTED
G000018,E00006,12,2028-12-15,20,UNVESTED
G000018,E00006,13,2029-03-15,20,UNVESTED
G000018,E00006,14,2029-06-15,20,UNVESTED
G000018,E00006,15,2029-09-15,20,UNVESTED
G000018,E00006,16,2029-12-15,20,UNVESTED
G000019,E00007,1,2021-12-15,65,VESTED
G000019,E00007,2,2022-03-15,65,VESTED
G000019,E00007,3,2022-06-15,65,VESTED
G000019,E00007,4,2022-09-15,65,VESTED
G000019,E00007,5,2022-12-15,65,VESTED
G000019,E00007,6,2023-03-15,65,VESTED
G000019,E00007,7,2023-06-15,65,VESTED
G000019,E00007,8,2023-09-15,65,VESTED
G000019,E00007,9,2023-12-15,65,VESTED
G000019,E00007,10,2024-03-15,65,VESTED
G000019,E00007,11,2024-06-15,65,VESTED
G000019,E00007,12,2024-09-15,65,VESTED
G000019,E00007,13,2024-12-15,65,VESTED
G000019,E00007,14,2025-03-15,65,VESTED
G000019,E00007,15,2025-06-15,65,VESTED
G000019,E00007,16,2025-09-15,65,VESTED
G000020,E00007,1,2023-03-15,15,VESTED
G000020,E00007,2,2023-06-15,15,VESTED
G000020,E00007,3,2023-09-15,15,VESTED
G000020,E00007,4,2023-12-15,15,VESTED
G000020,E00007,5,2024-03-15,15,VESTED
G000020,E00007,6,2024-06-15,15,VESTED
G000020,E00007,7,2024-09-15,15,VESTED
G000020,E00007,8,2024-12-15,15,VESTED
G000020,E00007,9,2025-03-15,15,VESTED
G000020,E00007,10,2025-06-15,15,VESTED
G000020,E00007,11,2025-09-15,15,VESTED
G000020,E00007,12,2025-12-15,15,VESTED
G000020,E00007,13,2026-03-15,15,VESTED
G000020,E00007,14,2026-06-15,15,VESTED
G000020,E00007,15,2026-09-15,15,VESTED
G000020,E00007,16,2026-12-15,25,UNVESTED
G000021,E00007,1,2024-03-15,15,VESTED
G000021,E00007,2,2024-06-15,15,VESTED
G000021,E00007,3,2024-09-15,15,VESTED
G000021,E00007,4,2024-12-15,15,VESTED
G000021,E00007,5,2025-03-15,15,VESTED
G000021,E00007,6,2025-06-15,15,VESTED
G000021,E00007,7,2025-09-15,15,VESTED
G000021,E00007,8,2025-12-15,15,VESTED
G000021,E00007,9,2026-03-15,15,VESTED
G000021,E00007,10,2026-06-15,15,VESTED
G000021,E00007,11,2026-09-15,15,VESTED
G000021,E00007,12,2026-12-15,15,UNVESTED
G000021,E00007,13,2027-03-15,15,UNVESTED
G000021,E00007,14,2027-06-15,15,UNVESTED
G000021,E00007,15,2027-09-15,15,UNVESTED
G000021,E00007,16,2027-12-15,15,UNVESTED
G000022,E00007,1,2025-03-15,13,VESTED
G000022,E00007,2,2025-06-15,13,VESTED
G000022,E00007,3,2025-09-15,13,VESTED
G000022,E00007,4,2025-12-15,13,VESTED
G000022,E00007,5,2026-03-15,13,VESTED
G000022,E00007,6,2026-06-15,13,VESTED
G000022,E00007,7,2026-09-15,13,VESTED
G000022,E00007,8,2026-12-15,13,UNVESTED
G000022,E00007,9,2027-03-15,13,UNVESTED
G000022,E00007,10,2027-06-15,13,UNVESTED
G000022,E00007,11,2027-09-15,13,UNVESTED
G000022,E00007,12,2027-12-15,13,UNVESTED
G000022,E00007,13,2028-03-15,13,UNVESTED
G000022,E00007,14,2028-06-15,13,UNVESTED
G000022,E00007,15,2028-09-15,13,UNVESTED
G000022,E00007,16,2028-12-15,25,UNVESTED
G000023,E00007,1,2026-03-15,20,VESTED
G000023,E00007,2,2026-06-15,20,VESTED
G000023,E00007,3,2026-09-15,20,VESTED
G000023,E00007,4,2026-12-15,20,UNVESTED
G000023,E00007,5,2027-03-15,20,UNVESTED
G000023,E00007,6,2027-06-15,20,UNVESTED
G000023,E00007,7,2027-09-15,20,UNVESTED
G000023,E00007,8,2027-12-15,20,UNVESTED
G000023,E00007,9,2028-03-15,20,UNVESTED
G000023,E00007,10,2028-06-15,20,UNVESTED
G000023,E00007,11,2028-09-15,20,UNVESTED
G000023,E00007,12,2028-12-15,20,UNVESTED
G000023,E00007,13,2029-03-15,20,UNVESTED
G000023,E00007,14,2029-06-15,20,UNVESTED
G000023,E00007,15,2029-09-15,20,UNVESTED
G000023,E00007,16,2029-12-15,30,UNVESTED
G000024,E00008,1,2024-12-15,22,VESTED
G000024,E00008,2,2025-03-15,22,VESTED
G000024,E00008,3,2025-06-15,22,VESTED
G000024,E00008,4,2025-09-15,22,VESTED
G000024,E00008,5,2025-12-15,22,VESTED
G000024,E00008,6,2026-03-15,22,VESTED
G000024,E00008,7,2026-06-15,22,VESTED
G000024,E00008,8,2026-09-15,22,VESTED
G000024,E00008,9,2026-12-15,22,UNVESTED
G000024,E00008,10,2027-03-15,22,UNVESTED
G000024,E00008,11,2027-06-15,22,UNVESTED
G000024,E00008,12,2027-09-15,22,UNVESTED
G000024,E00008,13,2027-12-15,22,UNVESTED
G000024,E00008,14,2028-03-15,22,UNVESTED
G000024,E00008,15,2028-06-15,22,UNVESTED
G000024,E00008,16,2028-09-15,30,UNVESTED
G000025,E00008,1,2026-03-15,11,VESTED
G000025,E00008,2,2026-06-15,11,VESTED
G000025,E00008,3,2026-09-15,11,VESTED
G000025,E00008,4,2026-12-15,11,UNVESTED
G000025,E00008,5,2027-03-15,11,UNVESTED
G000025,E00008,6,2027-06-15,11,UNVESTED
G000025,E00008,7,2027-09-15,11,UNVESTED
G000025,E00008,8,2027-12-15,11,UNVESTED
G000025,E00008,9,2028-03-15,11,UNVESTED
G000025,E00008,10,2028-06-15,11,UNVESTED
G000025,E00008,11,2028-09-15,11,UNVESTED
G000025,E00008,12,2028-12-15,11,UNVESTED
G000025,E00008,13,2029-03-15,11,UNVESTED
G000025,E00008,14,2029-06-15,11,UNVESTED
G000025,E00008,15,2029-09-15,11,UNVESTED
G000025,E00008,16,2029-12-15,15,UNVESTED
G000026,E00009,1,2024-12-15,256,VESTED
G000026,E00009,2,2025-03-15,256,VESTED
G000026,E00009,3,2025-06-15,256,VESTED
G000026,E00009,4,2025-09-15,256,VESTED
G000026,E00009,5,2025-12-15,256,VESTED
G000026,E00009,6,2026-03-15,256,VESTED
G000026,E00009,7,2026-06-15,256,FORFEITED
G000026,E00009,8,2026-09-15,256,FORFEITED
G000026,E00009,9,2026-12-15,256,FORFEITED
G000026,E00009,10,2027-03-15,256,FORFEITED
G000026,E00009,11,2027-06-15,256,FORFEITED
G000026,E00009,12,2027-09-15,256,FORFEITED
G000026,E00009,13,2027-12-15,256,FORFEITED
G000026,E00009,14,2028-03-15,256,FORFEITED
G000026,E00009,15,2028-06-15,256,FORFEITED
G000026,E00009,16,2028-09-15,260,FORFEITED
G000027,E00009,1,2026-03-15,60,VESTED
G000027,E00009,2,2026-06-15,60,FORFEITED
G000027,E00009,3,2026-09-15,60,FORFEITED
G000027,E00009,4,2026-12-15,60,FORFEITED
G000027,E00009,5,2027-03-15,60,FORFEITED
G000027,E00009,6,2027-06-15,60,FORFEITED
G000027,E00009,7,2027-09-15,60,FORFEITED
G000027,E00009,8,2027-12-15,60,FORFEITED
G000027,E00009,9,2028-03-15,60,FORFEITED
G000027,E00009,10,2028-06-15,60,FORFEITED
G000027,E00009,11,2028-09-15,60,FORFEITED
G000027,E00009,12,2028-12-15,60,FORFEITED
G000027,E00009,13,2029-03-15,60,FORFEITED
G000027,E00009,14,2029-06-15,60,FORFEITED
G000027,E00009,15,2029-09-15,60,FORFEITED
G000027,E00009,16,2029-12-15,60,FORFEITED
G000028,E00010,1,2024-03-15,85,VESTED
G000028,E00010,2,2024-06-15,85,VESTED
G000028,E00010,3,2024-09-15,85,VESTED
G000028,E00010,4,2024-12-15,85,VESTED
G000028,E00010,5,2025-03-15,85,VESTED
G000028,E00010,6,2025-06-15,85,VESTED
G000028,E00010,7,2025-09-15,85,FORFEITED
G000028,E00010,8,2025-12-15,85,FORFEITED
G000028,E00010,9,2026-03-15,85,FORFEITED
G000028,E00010,10,2026-06-15,85,FORFEITED
G000028,E00010,11,2026-09-15,85,FORFEITED
G000028,E00010,12,2026-12-15,85,FORFEITED
G000028,E00010,13,2027-03-15,85,FORFEITED
G000028,E00010,14,2027-06-15,85,FORFEITED
G000028,E00010,15,2027-09-15,85,FORFEITED
G000028,E00010,16,2027-12-15,95,FORFEITED
G000029,E00010,1,2025-03-15,38,VESTED
G000029,E00010,2,2025-06-15,38,VESTED
G000029,E00010,3,2025-09-15,38,FORFEITED
G000029,E00010,4,2025-12-15,38,FORFEITED
G000029,E00010,5,2026-03-15,38,FORFEITED
G000029,E00010,6,2026-06-15,38,FORFEITED
G000029,E00010,7,2026-09-15,38,FORFEITED
G000029,E00010,8,2026-12-15,38,FORFEITED
G000029,E00010,9,2027-03-15,38,FORFEITED
G000029,E00010,10,2027-06-15,38,FORFEITED
G000029,E00010,11,2027-09-15,38,FORFEITED
G000029,E00010,12,2027-12-15,38,FORFEITED
G000029,E00010,13,2028-03-15,38,FORFEITED
G000029,E00010,14,2028-06-15,38,FORFEITED
G000029,E00010,15,2028-09-15,38,FORFEITED
G000029,E00010,16,2028-12-15,50,FORFEITED
G000030,E00011,1,2023-09-15,27,VESTED
G000030,E00011,2,2023-12-15,27,VESTED
G000030,E00011,3,2024-03-15,27,VESTED
G000030,E00011,4,2024-06-15,27,VESTED
G000030,E00011,5,2024-09-15,27,VESTED
G000030,E00011,6,2024-12-15,27,VESTED
G000030,E00011,7,2025-03-15,27,VESTED
G000030,E00011,8,2025-06-15,27,VESTED
G000030,E00011,9,2025-09-15,27,VESTED
G000030,E00011,10,2025-12-15,27,VESTED
G000030,E00011,11,2026-03-15,27,VESTED
G000030,E00011,12,2026-06-15,27,VESTED
G000030,E00011,13,2026-09-15,27,VESTED
G000030,E00011,14,2026-12-15,27,UNVESTED
G000030,E00011,15,2027-03-15,27,UNVESTED
G000030,E00011,16,2027-06-15,35,UNVESTED
G000031,E00011,1,2024-03-15,11,VESTED
G000031,E00011,2,2024-06-15,11,VESTED
G000031,E00011,3,2024-09-15,11,VESTED
G000031,E00011,4,2024-12-15,11,VESTED
G000031,E00011,5,2025-03-15,11,VESTED
G000031,E00011,6,2025-06-15,11,VESTED
G000031,E00011,7,2025-09-15,11,VESTED
G000031,E00011,8,2025-12-15,11,VESTED
G000031,E00011,9,2026-03-15,11,VESTED
G000031,E00011,10,2026-06-15,11,VESTED
G000031,E00011,11,2026-09-15,11,VESTED
G000031,E00011,12,2026-12-15,11,UNVESTED
G000031,E00011,13,2027-03-15,11,UNVESTED
G000031,E00011,14,2027-06-15,11,UNVESTED
G000031,E00011,15,2027-09-15,11,UNVESTED
G000031,E00011,16,2027-12-15,25,UNVESTED
G000032,E00011,1,2025-03-15,11,VESTED
G000032,E00011,2,2025-06-15,11,VESTED
G000032,E00011,3,2025-09-15,11,VESTED
G000032,E00011,4,2025-12-15,11,VESTED
G000032,E00011,5,2026-03-15,11,VESTED
G000032,E00011,6,2026-06-15,11,VESTED
G000032,E00011,7,2026-09-15,11,VESTED
G000032,E00011,8,2026-12-15,11,UNVESTED
G000032,E00011,9,2027-03-15,11,UNVESTED
G000032,E00011,10,2027-06-15,11,UNVESTED
G000032,E00011,11,2027-09-15,11,UNVESTED
G000032,E00011,12,2027-12-15,11,UNVESTED
G000032,E00011,13,2028-03-15,11,UNVESTED
G000032,E00011,14,2028-06-15,11,UNVESTED
G000032,E00011,15,2028-09-15,11,UNVESTED
G000032,E00011,16,2028-12-15,25,UNVESTED
G000033,E00011,1,2026-03-15,11,VESTED
G000033,E00011,2,2026-06-15,11,VESTED
G000033,E00011,3,2026-09-15,11,VESTED
G000033,E00011,4,2026-12-15,11,UNVESTED
G000033,E00011,5,2027-03-15,11,UNVESTED
G000033,E00011,6,2027-06-15,11,UNVESTED
G000033,E00011,7,2027-09-15,11,UNVESTED
G000033,E00011,8,2027-12-15,11,UNVESTED
G000033,E00011,9,2028-03-15,11,UNVESTED
G000033,E00011,10,2028-06-15,11,UNVESTED
G000033,E00011,11,2028-09-15,11,UNVESTED
G000033,E00011,12,2028-12-15,11,UNVESTED
G000033,E00011,13,2029-03-15,11,UNVESTED
G000033,E00011,14,2029-06-15,11,UNVESTED
G000033,E00011,15,2029-09-15,11,UNVESTED
G000033,E00011,16,2029-12-15,25,UNVESTED
G000034,E00012,1,2022-09-15,18,VESTED
G000034,E00012,2,2022-12-15,18,VESTED
G000034,E00012,3,2023-03-15,18,VESTED
G000034,E00012,4,2023-06-15,18,VESTED
G000034,E00012,5,2023-09-15,18,VESTED
G000034,E00012,6,2023-12-15,18,VESTED
G000034,E00012,7,2024-03-15,18,VESTED
G000034,E00012,8,2024-06-15,18,VESTED
G000034,E00012,9,2024-09-15,18,VESTED
G000034,E00012,10,2024-12-15,18,VESTED
G000034,E00012,11,2025-03-15,18,VESTED
G000034,E00012,12,2025-06-15,18,VESTED
G000034,E00012,13,2025-09-15,18,VESTED
G000034,E00012,14,2025-12-15,18,VESTED
G000034,E00012,15,2026-03-15,18,VESTED
G000034,E00012,16,2026-06-15,20,VESTED
G000035,E00012,1,2023-03-15,9,VESTED
G000035,E00012,2,2023-06-15,9,VESTED
G000035,E00012,3,2023-09-15,9,VESTED
G000035,E00012,4,2023-12-15,9,VESTED
G000035,E00012,5,2024-03-15,9,VESTED
G000035,E00012,6,2024-06-15,9,VESTED
G000035,E00012,7,2024-09-15,9,VESTED
G000035,E00012,8,2024-12-15,9,VESTED
G000035,E00012,9,2025-03-15,9,VESTED
G000035,E00012,10,2025-06-15,9,VESTED
G000035,E00012,11,2025-09-15,9,VESTED
G000035,E00012,12,2025-12-15,9,VESTED
G000035,E00012,13,2026-03-15,9,VESTED
G000035,E00012,14,2026-06-15,9,VESTED
G000035,E00012,15,2026-09-15,9,VESTED
